fault_type,severity,seed,baseline_vel,recovery_time_s,post_fault_distance_m,post_fault_steps_survived,fell
joint_lock,1.0,88,0.5564837480610468,0.016666666666666666,2.375621327253195,300,False
joint_lock,1.0,89,0.5564837480610468,0.23333333333333334,1.7947975845615827,300,False
joint_lock,1.0,90,0.5564837480610468,0.016666666666666666,1.8724248804869463,300,False
joint_lock,1.0,91,0.5564837480610468,0.016666666666666666,1.1100279073568935,300,False
joint_lock,1.0,92,0.5564837480610468,0.016666666666666666,3.2271294594360977,300,False
joint_lock,1.0,93,0.5564837480610468,0.03333333333333333,1.2238562120023642,300,False
joint_lock,1.0,94,0.5564837480610468,0.016666666666666666,2.6657289815595857,300,False
joint_lock,1.0,95,0.5564837480610468,0.016666666666666666,3.2271294594360977,300,False
joint_lock,1.0,96,0.5564837480610468,0.016666666666666666,2.471313187241777,300,False
joint_lock,1.0,97,0.5564837480610468,0.016666666666666666,3.184616397808951,300,False
joint_lock,1.0,98,0.5564837480610468,0.016666666666666666,2.931187934393867,300,False
joint_lock,1.0,99,0.5564837480610468,0.03333333333333333,1.2238562120023642,300,False
actuation_delay,10,0,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,1,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,2,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,3,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,4,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,5,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,6,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,7,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,8,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,9,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,10,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,11,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,12,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,13,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,14,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,15,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,16,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,17,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,18,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,19,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,20,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,21,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,22,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,23,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,24,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,25,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,26,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,27,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,28,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,29,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,30,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,31,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,32,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,33,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,34,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,35,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,36,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,37,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,38,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,39,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,40,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,41,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,42,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,43,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,44,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,45,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,46,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,47,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,48,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,49,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,50,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,51,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,52,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,53,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,54,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,55,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,56,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,57,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,58,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,59,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
actuation_delay,10,60,0.5564837480610468,1.8166666666666667,1.2849260830227807,300,False
